hodges_list,p_no,preferred_name,date,verbatim_name,count
6020,80a0183,Ephestia kuehniella Zeller,2004-09-29,Ephestia kuehniella Zeller,1
6023,80a0187,Cadra figuliella (Gregson),2004-04-22,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-05-11,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-05-13,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-05-15,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-05-19,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-05-23,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-05-24,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-05-28,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-05-29,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-05-30,Cadra figuliella (Gregson),3
6023,80a0187,Cadra figuliella (Gregson),2004-05-31,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-06-04,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-06-06,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-06-11,Cadra figuliella (Gregson),3
6023,80a0187,Cadra figuliella (Gregson),2004-06-12,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-06-18,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-06-19,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-06-23,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-06-28,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-07-01,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-07-02,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-07-07,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-07-11,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-07-13,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-07-14,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-07-20,Cadra figuliella (Gregson),3
6023,80a0187,Cadra figuliella (Gregson),2004-07-21,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-07-22,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-07-27,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-07-30,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-08-01,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-08-02,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-08-03,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-08-05,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-08-07,Cadra figuliella (Gregson),3
6023,80a0187,Cadra figuliella (Gregson),2004-08-08,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-08-15,Cadra figuliella (Gregson),3
6023,80a0187,Cadra figuliella (Gregson),2004-08-16,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-08-17,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-08-18,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-08-20,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-09-06,Cadra figuliella (Gregson),3
6023,80a0187,Cadra figuliella (Gregson),2004-09-07,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-09-08,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-09-10,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-09-25,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-09-26,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-10-03,Cadra figuliella (Gregson),3
6023,80a0187,Cadra figuliella (Gregson),2004-10-05,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-10-07,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-10-12,Cadra figuliella (Gregson),2
6023,80a0187,Cadra figuliella (Gregson),2004-10-13,Cadra figuliella (Gregson),1
6023,80a0187,Cadra figuliella (Gregson),2004-10-15,Cadra figuliella (Gregson),1
6120,63a0054,Lioptilodes albistriolatus (Zeller),2004-04-25,Lioptilodes albistriolatus (Z.),1
6120,63a0054,Lioptilodes albistriolatus (Zeller),2004-05-29,Lioptilodes albistriolatus (Z.),1
6120,63a0054,Lioptilodes albistriolatus (Zeller),2004-07-03,Lioptilodes albistriolatus (Z.),1
6123,63a0017,Stenoptilodes antirrhina (Lange),2004-10-13,Stenoptilodes antirrhina (Lange),1
6123,63a0017,Stenoptilodes antirrhina (Lange),2004-10-29,Stenoptilodes antirrhina (Lange),1
6123,63a0017,Stenoptilodes antirrhina (Lange),2004-11-02,Stenoptilodes antirrhina (Lange),1
6366,91a0792,Digrammia napensis (McDunnough),2004-04-10,Digrammia napensis (McD.),1
6366,91a0792,Digrammia napensis (McDunnough),2004-04-25,Digrammia napensis (McD.),1
6366,91a0792,Digrammia napensis (McDunnough),2004-04-27,Digrammia napensis (McD.),1
6366,91a0792,Digrammia napensis (McDunnough),2004-05-03,Digrammia napensis (McD.),1
6366,91a0792,Digrammia napensis (McDunnough),2004-05-07,Digrammia napensis (McD.),1
6366,91a0792,Digrammia napensis (McDunnough),2004-05-09,Digrammia napensis (McD.),1
6366,91a0792,Digrammia napensis (McDunnough),2004-07-16,Digrammia napensis (McD.),1
6366,91a0792,Digrammia napensis (McDunnough),2004-08-17,Digrammia napensis (McD.),1
6366,91a0792,Digrammia napensis (McDunnough),2004-09-25,Digrammia napensis (McD.),1
6366,91a0792,Digrammia napensis (McDunnough),2004-10-07,Digrammia napensis (McD.),1
6366,91a0792,Digrammia napensis (McDunnough),2004-10-11,Digrammia napensis (McD.),1
6366,91a0792,Digrammia napensis (McDunnough),2004-10-12,Digrammia napensis (McD.),1
6366,91a0792,Digrammia napensis (McDunnough),2004-10-13,Digrammia napensis (McD.),3
6366,91a0792,Digrammia napensis (McDunnough),2004-10-29,Digrammia napensis (McD.),1
6372,91a0782,Digrammia pictipennata (Hulst),2004-10-11,Digrammia pictipennata (Hulst),1
6377,91a0800,Digrammia muscariata (Guenée),2004-10-12,Digrammia muscariata (Gn.),1
6380,91a0774,Digrammia californiaria (Packard),2004-09-10,Digrammia californiaria (Packard),1
6380,91a0774,Digrammia californiaria (Packard),2004-10-12,Digrammia californiaria (Packard),1
6977,91a1436,Prochoerodes truxaliata (Guenée),2004-04-30,Prochoerodes truxaliata (Gn.),1
6977,91a1436,Prochoerodes truxaliata (Guenée),2004-06-19,Prochoerodes truxaliata (Gn.),1
6977,91a1436,Prochoerodes truxaliata (Guenée),2004-07-11,Prochoerodes truxaliata (Gn.),1
7058b,91a0645c,Synchlora aerata liquoraria Guenée,2004-09-06,Synchlora aerata liquoraria Guenee,1
7058b,91a0645c,Synchlora aerata liquoraria Guenée,2004-10-11,Synchlora aerata liquoraria Guenee,1
7058b,91a0645c,Synchlora aerata liquoraria Guenée,2004-10-12,Synchlora aerata liquoraria Guenee,1
7058b,91a0645c,Synchlora aerata liquoraria Guenée,2004-10-13,Synchlora aerata liquoraria Guenee,1
7414,91a0446,Orthonama obstipata (Fabricius),2004-04-30,Orthonama obstipata (F.),1
7476,91a0186,Eupithecia misturata (Hulst),2004-04-10,Eupithecia misturata (Hulst),1
7476,91a0186,Eupithecia misturata (Hulst),2004-04-24,Eupithecia misturata (Hulst),1
7476,91a0186,Eupithecia misturata (Hulst),2004-05-14,Eupithecia misturata (Hulst),1
7476,91a0186,Eupithecia misturata (Hulst),2004-05-15,Eupithecia misturata (Hulst),1
7476,91a0186,Eupithecia misturata (Hulst),2004-05-19,Eupithecia misturata (Hulst),2
7476,91a0186,Eupithecia misturata (Hulst),2004-05-31,Eupithecia misturata (Hulst),2
7476,91a0186,Eupithecia misturata (Hulst),2004-06-05,Eupithecia misturata (Hulst),3
7476,91a0186,Eupithecia misturata (Hulst),2004-06-06,Eupithecia misturata (Hulst),2
7476,91a0186,Eupithecia misturata (Hulst),2004-06-11,Eupithecia misturata (Hulst),3
7476,91a0186,Eupithecia misturata (Hulst),2004-06-12,Eupithecia misturata (Hulst),2
7476,91a0186,Eupithecia misturata (Hulst),2004-06-13,Eupithecia misturata (Hulst),4
7476,91a0186,Eupithecia misturata (Hulst),2004-06-14,Eupithecia misturata (Hulst),2
7476,91a0186,Eupithecia misturata (Hulst),2004-06-19,Eupithecia misturata (Hulst),1
7476,91a0186,Eupithecia misturata (Hulst),2004-06-20,Eupithecia misturata (Hulst),1
7476,91a0186,Eupithecia misturata (Hulst),2004-07-04,Eupithecia misturata (Hulst),1
7608,91a0314,Eupithecia mendicata Barnes & McDunnough and/or similar species,2004-05-09,Eupithecia ?mendicata (B. & McD.),1
7608,91a0314,Eupithecia mendicata Barnes & McDunnough and/or similar species,2004-05-11,Eupithecia ?mendicata (B. & McD.),1
7608,91a0314,Eupithecia mendicata Barnes & McDunnough and/or similar species,2004-05-14,Eupithecia ?mendicata (B. & McD.),1
7894,890217,Hyles lineata (Fabricius),2004-03-29,Hyles lineata (F.),1
7894,890217,Hyles lineata (Fabricius),2004-04-08,Hyles lineata (F.),1
7894,890217,Hyles lineata (Fabricius),2004-05-05,Hyles lineata (F.),1
7894,890217,Hyles lineata (Fabricius),2004-07-03,Hyles lineata (F.),1
7937.1,930025.1,Furcula cinereoides (Dyar),2004-04-09,Furcula cinereoides (Dyar),2
8131,930317,Estigmene acrea (Drury),2004-08-18,Estigmene acrea (Drury),1
8367,930517,Tetanolita palligera (Smith),2004-07-11,Tetanolita palligera Smith,1
8367,930517,Tetanolita palligera (Smith),2004-07-21,Tetanolita palligera Smith,1
8739,930924,Caenurgina erechtea (Cramer) and/or C. crassiuscula (Haworth),2004-10-11,Caenurgina erechtea (Cram.) [and/or crassiuscula?],1
8887,931168,Trichoplusia ni (Hübner),2004-07-18,Trichoplusia ni (Huebner),1
8887,931168,Trichoplusia ni (Hübner),2004-07-20,Trichoplusia ni (Huebner),1
8887,931168,Trichoplusia ni (Hübner),2004-07-21,Trichoplusia ni (Huebner),1
8887,931168,Trichoplusia ni (Hübner),2004-08-01,Trichoplusia ni (Huebner),1
8887,931168,Trichoplusia ni (Hübner),2004-08-05,Trichoplusia ni (Huebner),1
8887,931168,Trichoplusia ni (Hübner),2004-08-16,Trichoplusia ni (Huebner),2
8887,931168,Trichoplusia ni (Hübner),2004-08-17,Trichoplusia ni (Huebner),1
8887,931168,Trichoplusia ni (Hübner),2004-08-18,Trichoplusia ni (Huebner),1
8887,931168,Trichoplusia ni (Hübner),2004-08-20,Trichoplusia ni (Huebner),1
8887,931168,Trichoplusia ni (Hübner),2004-09-06,Trichoplusia ni (Huebner),1
8887,931168,Trichoplusia ni (Hübner),2004-09-07,Trichoplusia ni (Huebner),1
8887,931168,Trichoplusia ni (Hübner),2004-09-08,Trichoplusia ni (Huebner),1
8887,931168,Trichoplusia ni (Hübner),2004-10-03,Trichoplusia ni (Huebner),1
8914,931193,Autographa californica (Speyer),2004-10-12,Autographa californica (Speyer),1
9073,931733.2,Copibryophila angelica Smith,2004-07-04,Copibryophila angelica Sm.,1
9163,931378,Acontia coquillettii Smith,2004-06-05,Acontia coquillettii Smith,1
9163,931378,Acontia coquillettii Smith,2004-07-21,Acontia coquillettii Smith,1
9172,931244,Bagisara buxea (Grote),2004-04-09,Bagisara buxea (Grt.),1
9172,931244,Bagisara buxea (Grote),2004-06-13,Bagisara buxea (Grt.),1
9172,931244,Bagisara buxea (Grote),2004-08-20,Bagisara buxea (Grt.),1
9172,931244,Bagisara buxea (Grote),2004-10-11,Bagisara buxea (Grt.),1
9405,932379,"""Oligia"" tusa (Grote)",2004-05-28,"""Oligia"" tusa (Grt.) [i.d. uncert.]",1
9648,932267,Proxenus mindara Barnes & McDunnough and/or P. miranda (Grote),2004-04-08,Proxenus mindara B. & McD. (and/or miranda),1
9648,932267,Proxenus mindara Barnes & McDunnough and/or P. miranda (Grote),2004-04-11,Proxenus mindara B. & McD. (and/or miranda),2
9648,932267,Proxenus mindara Barnes & McDunnough and/or P. miranda (Grote),2004-04-22,Proxenus mindara B. & McD. (and/or miranda),1
9648,932267,Proxenus mindara Barnes & McDunnough and/or P. miranda (Grote),2004-04-25,Proxenus mindara B. & McD. (and/or miranda),1
9648,932267,Proxenus mindara Barnes & McDunnough and/or P. miranda (Grote),2004-07-21,Proxenus mindara B. & McD. (and/or miranda),1
9648,932267,Proxenus mindara Barnes & McDunnough and/or P. miranda (Grote),2004-08-09,Proxenus mindara B. & McD. (and/or miranda),1
9648,932267,Proxenus mindara Barnes & McDunnough and/or P. miranda (Grote),2004-08-16,Proxenus mindara B. & McD. (and/or miranda),1
9648,932267,Proxenus mindara Barnes & McDunnough and/or P. miranda (Grote),2004-08-17,Proxenus mindara B. & McD. (and/or miranda),1
9648,932267,Proxenus mindara Barnes & McDunnough and/or P. miranda (Grote),2004-09-25,Proxenus mindara B. & McD. (and/or miranda),1
9656,932264.1a,Caradrina montana extima Walker,2004-09-10,Caradrina montana (Bremer),1
9656,932264.1a,Caradrina montana extima Walker,2004-09-26,Caradrina montana (Bremer),1
9656,932264.1a,Caradrina montana extima Walker,2004-10-03,Caradrina montana (Bremer),1
9656,932264.1a,Caradrina montana extima Walker,2004-10-05,Caradrina montana (Bremer),1
9656,932264.1a,Caradrina montana extima Walker,2004-10-11,Caradrina montana (Bremer),1
9656,932264.1a,Caradrina montana extima Walker,2004-10-13,Caradrina montana (Bremer),2
9665,932215,Spodoptera exigua (Hübner),2004-06-05,Spodoptera exigua (Huebner),1
9665,932215,Spodoptera exigua (Hübner),2004-07-17,Spodoptera exigua (Huebner),1
9665,932215,Spodoptera exigua (Hübner),2004-07-18,Spodoptera exigua (Huebner),1
9665,932215,Spodoptera exigua (Hübner),2004-07-20,Spodoptera exigua (Huebner),1
9665,932215,Spodoptera exigua (Hübner),2004-08-02,Spodoptera exigua (Huebner),1
9665,932215,Spodoptera exigua (Hübner),2004-08-03,Spodoptera exigua (Huebner),1
9665,932215,Spodoptera exigua (Hübner),2004-08-04,Spodoptera exigua (Huebner),1
9665,932215,Spodoptera exigua (Hübner),2004-08-15,Spodoptera exigua (Huebner),1
9665,932215,Spodoptera exigua (Hübner),2004-08-16,Spodoptera exigua (Huebner),1
9665,932215,Spodoptera exigua (Hübner),2004-08-17,Spodoptera exigua (Huebner),1
9665,932215,Spodoptera exigua (Hübner),2004-08-18,Spodoptera exigua (Huebner),2
9665,932215,Spodoptera exigua (Hübner),2004-08-20,Spodoptera exigua (Huebner),2
9665,932215,Spodoptera exigua (Hübner),2004-08-29,Spodoptera exigua (Huebner),3
9665,932215,Spodoptera exigua (Hübner),2004-09-06,Spodoptera exigua (Huebner),5
9665,932215,Spodoptera exigua (Hübner),2004-09-07,Spodoptera exigua (Huebner),4
9665,932215,Spodoptera exigua (Hübner),2004-09-08,Spodoptera exigua (Huebner),4
9665,932215,Spodoptera exigua (Hübner),2004-09-10,Spodoptera exigua (Huebner),2
9665,932215,Spodoptera exigua (Hübner),2004-09-25,Spodoptera exigua (Huebner),2
9665,932215,Spodoptera exigua (Hübner),2004-09-26,Spodoptera exigua (Huebner),8
9665,932215,Spodoptera exigua (Hübner),2004-09-29,Spodoptera exigua (Huebner),3
9665,932215,Spodoptera exigua (Hübner),2004-10-01,Spodoptera exigua (Huebner),2
9665,932215,Spodoptera exigua (Hübner),2004-10-03,Spodoptera exigua (Huebner),4
9665,932215,Spodoptera exigua (Hübner),2004-10-04,Spodoptera exigua (Huebner),2
9665,932215,Spodoptera exigua (Hübner),2004-10-05,Spodoptera exigua (Huebner),4
9665,932215,Spodoptera exigua (Hübner),2004-10-07,Spodoptera exigua (Huebner),5
9665,932215,Spodoptera exigua (Hübner),2004-10-09,Spodoptera exigua (Huebner),2
9665,932215,Spodoptera exigua (Hübner),2004-10-11,Spodoptera exigua (Huebner),2
9665,932215,Spodoptera exigua (Hübner),2004-10-12,Spodoptera exigua (Huebner),4
9665,932215,Spodoptera exigua (Hübner),2004-10-13,Spodoptera exigua (Huebner),5
9665,932215,Spodoptera exigua (Hübner),2004-10-15,Spodoptera exigua (Huebner),1
9667,932217,Spodoptera praefica (Grote),2004-06-13,Spodoptera praefica (Grote),1
9667,932217,Spodoptera praefica (Grote),2004-08-04,Spodoptera praefica (Grote),1
9667,932217,Spodoptera praefica (Grote),2004-08-08,Spodoptera praefica (Grote),1
9688,932224.5,Galgula partita Guenée,2004-08-08,Galgula partita Guene,1
9688,932224.5,Galgula partita Guenée,2004-08-15,Galgula partita Guene,1
9688,932224.5,Galgula partita Guenée,2004-08-20,Galgula partita Guene,1
10406,933053,Lacinipolia olivacea (Morrison),2004-10-11,Lacinipolia olivacea (Morr.),2
10406,933053,Lacinipolia olivacea (Morrison),2004-10-12,Lacinipolia olivacea (Morr.),1
10422,933075,Lacinipolia quadrilineata (Grote),2004-04-08,Lacinipolia quadrilineata (Grt.),1
10422,933075,Lacinipolia quadrilineata (Grote),2004-05-13,Lacinipolia quadrilineata (Grt.),2
10422,933075,Lacinipolia quadrilineata (Grote),2004-05-14,Lacinipolia quadrilineata (Grt.),1
10422,933075,Lacinipolia quadrilineata (Grote),2004-09-25,Lacinipolia quadrilineata (Grt.),2
10422,933075,Lacinipolia quadrilineata (Grote),2004-10-01,Lacinipolia quadrilineata (Grt.),1
10422,933075,Lacinipolia quadrilineata (Grote),2004-10-03,Lacinipolia quadrilineata (Grt.),1
10422,933075,Lacinipolia quadrilineata (Grote),2004-10-12,Lacinipolia quadrilineata (Grt.),1
10422,933075,Lacinipolia quadrilineata (Grote),2004-10-13,Lacinipolia quadrilineata (Grt.),1
10422,933075,Lacinipolia quadrilineata (Grote),2004-10-15,Lacinipolia quadrilineata (Grt.),1
10438,932935,Mythimna unipuncta (Haworth),2004-08-05,Mythimna unipuncta (Haw.),2
10438,932935,Mythimna unipuncta (Haworth),2004-08-13,Mythimna unipuncta (Haw.),1
10438,932935,Mythimna unipuncta (Haworth),2004-08-16,Mythimna unipuncta (Haw.),2
10438,932935,Mythimna unipuncta (Haworth),2004-08-17,Mythimna unipuncta (Haw.),1
10438,932935,Mythimna unipuncta (Haworth),2004-08-18,Mythimna unipuncta (Haw.),1
10438,932935,Mythimna unipuncta (Haworth),2004-09-07,Mythimna unipuncta (Haw.),2
10438,932935,Mythimna unipuncta (Haworth),2004-09-26,Mythimna unipuncta (Haw.),1
10438,932935,Mythimna unipuncta (Haworth),2004-10-03,Mythimna unipuncta (Haw.),1
10438,932935,Mythimna unipuncta (Haworth),2004-10-11,Mythimna unipuncta (Haw.),10
10438,932935,Mythimna unipuncta (Haworth),2004-10-12,Mythimna unipuncta (Haw.),1
10438,932935,Mythimna unipuncta (Haworth),2004-10-13,Mythimna unipuncta (Haw.),1
10438,932935,Mythimna unipuncta (Haworth),2004-10-15,Mythimna unipuncta (Haw.),2
10438,932935,Mythimna unipuncta (Haworth),2004-10-29,Mythimna unipuncta (Haw.),1
10451,932952,Leucania oaxacana Schaus,2004-04-27,Leucania oaxacana Schaus,1
10451,932952,Leucania oaxacana Schaus,2004-05-19,Leucania oaxacana Schaus,1
10451,932952,Leucania oaxacana Schaus,2004-05-23,Leucania oaxacana Schaus,1
10495,932778,Orthosia hibisci (Guenée),2004-04-01,Orthosia hibisci (Gn.),1
10557,933115.3,Trichopolia rufula (Grote),2004-10-01,Trichopolia rufula (Grt.),1
10663,933528,Agrotis ipsilon (Huffnagel),2004-06-28,Agrotis ipsilon (Huffn.),1
10663,933528,Agrotis ipsilon (Huffnagel),2004-07-27,Agrotis ipsilon (Huffn.),1
10663,933528,Agrotis ipsilon (Huffnagel),2004-08-04,Agrotis ipsilon (Huffn.),1
10663,933528,Agrotis ipsilon (Huffnagel),2004-08-15,Agrotis ipsilon (Huffn.),1
10663,933528,Agrotis ipsilon (Huffnagel),2004-08-20,Agrotis ipsilon (Huffn.),1
10663,933528,Agrotis ipsilon (Huffnagel),2004-09-06,Agrotis ipsilon (Huffn.),2
10663,933528,Agrotis ipsilon (Huffnagel),2004-10-07,Agrotis ipsilon (Huffn.),1
10663,933528,Agrotis ipsilon (Huffnagel),2004-10-12,Agrotis ipsilon (Huffn.),1
10664,933504,Feltia subterranea (Fabricius),2004-07-21,Feltia subterranea (F.),1
10664,933504,Feltia subterranea (Fabricius),2004-08-29,Feltia subterranea (F.),1
10664,933504,Feltia subterranea (Fabricius),2004-09-06,Feltia subterranea (F.),7
10664,933504,Feltia subterranea (Fabricius),2004-09-07,Feltia subterranea (F.),1
10664,933504,Feltia subterranea (Fabricius),2004-09-08,Feltia subterranea (F.),1
10664,933504,Feltia subterranea (Fabricius),2004-09-10,Feltia subterranea (F.),3
10664,933504,Feltia subterranea (Fabricius),2004-09-25,Feltia subterranea (F.),2
10664,933504,Feltia subterranea (Fabricius),2004-09-26,Feltia subterranea (F.),1
10664,933504,Feltia subterranea (Fabricius),2004-10-05,Feltia subterranea (F.),1
10664,933504,Feltia subterranea (Fabricius),2004-10-09,Feltia subterranea (F.),1
10664,933504,Feltia subterranea (Fabricius),2004-10-11,Feltia subterranea (F.),1
10664,933504,Feltia subterranea (Fabricius),2004-10-12,Feltia subterranea (F.),3
10664,933504,Feltia subterranea (Fabricius),2004-10-13,Feltia subterranea (F.),1
10664,933504,Feltia subterranea (Fabricius),2004-10-15,Feltia subterranea (F.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-05-03,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-05-30,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-06-11,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-06-13,Hemieuxoa rudens (Harv.),2
10914,933227,Hemieuxoa rudens (Harvey),2004-06-19,Hemieuxoa rudens (Harv.),2
10914,933227,Hemieuxoa rudens (Harvey),2004-06-23,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-07-04,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-07-08,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-07-10,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-07-11,Hemieuxoa rudens (Harv.),2
10914,933227,Hemieuxoa rudens (Harvey),2004-07-14,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-07-17,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-08-01,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-08-03,Hemieuxoa rudens (Harv.),2
10914,933227,Hemieuxoa rudens (Harvey),2004-08-04,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-08-07,Hemieuxoa rudens (Harv.),2
10914,933227,Hemieuxoa rudens (Harvey),2004-08-15,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-08-18,Hemieuxoa rudens (Harv.),2
10914,933227,Hemieuxoa rudens (Harvey),2004-08-29,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-09-07,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-09-10,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-10-03,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-10-07,Hemieuxoa rudens (Harv.),1
10914,933227,Hemieuxoa rudens (Harvey),2004-10-13,Hemieuxoa rudens (Harv.),2
10991,933641,Adelphagrotis indeterminata (Walker),2004-10-05,Adelphagrotis indeterminata  (Wlk.),1
10991,933641,Adelphagrotis indeterminata (Walker),2004-10-12,Adelphagrotis indeterminata  (Wlk.),2
10991,933641,Adelphagrotis indeterminata (Walker),2004-10-13,Adelphagrotis indeterminata  (Wlk.),1
11026,933675,Abagrotis denticulata McDunnough,2004-10-12,Abagrotis denticulata McD.,1
11068,932045,Helicoverpa zea (Boddie),2004-07-03,Helicoverpa zea (Boddie),1
11068,932045,Helicoverpa zea (Boddie),2004-07-11,Helicoverpa zea (Boddie),1
11068,932045,Helicoverpa zea (Boddie),2004-08-15,Helicoverpa zea (Boddie),1
11072,932046,Heliothis phloxiphaga Grote & Robinson,2004-05-03,Heliothis phloxiphagus G. & R.,1
11072,932046,Heliothis phloxiphaga Grote & Robinson,2004-08-18,Heliothis phloxiphagus G. & R.,1
4013,77a0188,Hylephila phyleus (Drury),2004-08-03,Hylephila phyleus (Drury),1
4013,77a0188,Hylephila phyleus (Drury),2004-09-08,Hylephila phyleus (Drury),1
415,300168,Monopis crocicapitella (Clemens),2005-11-13,Monopis crocicapitella (Clem.),1
433,300195,Opogona omoscopa (Meyrick),2005-04-17,Opogona omoscopa (Meyr.),1
433,300195,Opogona omoscopa (Meyrick),2005-05-06,Opogona omoscopa (Meyr.),1
433,300195,Opogona omoscopa (Meyrick),2005-05-10,Opogona omoscopa (Meyr.),1
433,300195,Opogona omoscopa (Meyrick),2005-05-22,Opogona omoscopa (Meyr.),1
433,300195,Opogona omoscopa (Meyrick),2005-05-28,Opogona omoscopa (Meyr.),1
433,300195,Opogona omoscopa (Meyrick),2005-05-30,Opogona omoscopa (Meyr.),1
433,300195,Opogona omoscopa (Meyrick),2005-06-29,Opogona omoscopa (Meyr.),1
433,300195,Opogona omoscopa (Meyrick),2005-07-13,Opogona omoscopa (Meyr.),1
433,300195,Opogona omoscopa (Meyrick),2005-09-12,Opogona omoscopa (Meyr.),1
433,300195,Opogona omoscopa (Meyrick),2005-10-21,Opogona omoscopa (Meyr.),1
434,300198,Oinophila v-flava (Haworth),2005-09-19,Oinophila v-flava (Haw.),2
466,36a0002,Bedellia somnulentella (Zeller),2005-07-20,Bedellia somnulentella (Zell.),1
466,36a0002,Bedellia somnulentella (Zeller),2005-08-01,Bedellia somnulentella (Zell.),1
466,36a0002,Bedellia somnulentella (Zeller),2005-08-07,Bedellia somnulentella (Zell.),1
466,36a0002,Bedellia somnulentella (Zeller),2005-08-08,Bedellia somnulentella (Zell.),1
466,36a0002,Bedellia somnulentella (Zeller),2005-08-21,Bedellia somnulentella (Zell.),2
466,36a0002,Bedellia somnulentella (Zeller),2005-08-25,Bedellia somnulentella (Zell.),1
466,36a0002,Bedellia somnulentella (Zeller),2005-09-18,Bedellia somnulentella (Zell.),1
466,36a0002,Bedellia somnulentella (Zeller),2005-09-19,Bedellia somnulentella (Zell.),1
466,36a0002,Bedellia somnulentella (Zeller),2005-09-28,Bedellia somnulentella (Zell.),1
466,36a0002,Bedellia somnulentella (Zeller),2005-10-01,Bedellia somnulentella (Zell.),2
466,36a0002,Bedellia somnulentella (Zeller),2005-10-12,Bedellia somnulentella (Zell.),1
615,33a0183,Caloptilia negundella (Chambers),2005-10-17,Caloptilia negundella (Cham.),1
