hodges_list,p_no,preferred_name,date,verbatim_name
6684,91a1094,Drepanulatrix bifilata (Hulst),1989-04-12,Drepanulatrix bifilata
6688,91a1099,Drepanulatrix carnearia (Hulst),1989-10-01,Drepanulatrix carnearia (Hulst)
6757,91a1244,Pero mizon Rindge,1989-10-01,Pero mizon Rindge
6952,91a1333,Pherne subpunctata (Hulst) and other Pherne spp.?,1989-05-01,Pherne parallelia (Packard)
6956,91a1411,Tetracis cervinaria (Packard),1989-04-12,Tetracis cervinaria (Packard)
6977,91a1436,Prochoerodes truxaliata (Guenée),1989-05-01,Prochroedes truxaliata (Guenee)
7058b,91a0645c,Synchlora aerata liquoraria Guenée,1989-10-01,Synchlora aerata liquoraria Guenee
7114,91a0067,Idaea demissaria (Hübner),1989-06-16,Idaea eremiata (Hulst)
7287,91a0348,Triphosa californiata (Packard),1989-04-12,Triphosa californiata (Packard)
7287,91a0348,Triphosa californiata (Packard),1989-05-01,Triphosa californiata (Packard)
7406,91a0450,Zenophleps lignocolorata (Packard),1989-04-12,Zenophleps lignocolorata (Packard)
7426,91a0141,Nomenia duodecemlineata (Packard),1989-04-12,Venusia duodecemlineata (Pack.)
7476,91a0186,Eupithecia misturata (Hulst),1989-04-12,Eupithecia misturata (Hulst)
7476,91a0186,Eupithecia misturata (Hulst),1989-05-01,Eupithecia misturata (Hulst)
7476,91a0186,Eupithecia misturata (Hulst),1989-06-16,Eupithecia misturata (Hulst)
7557,91a0258,Eupithecia segregata Pearsall,1989-04-12,Eupithecia segregata Pears.
7587,91a0290,Eupithecia subapicata Guenée,1989-04-12,Eupithecia subapicata Gn.
7601,91a0304,Eupithcia nevadata Packard (or related species),1989-04-12,Eupithecia ?nevadata Packard
7601,91a0304,Eupithcia nevadata Packard (or related species),1989-05-01,Eupithecia ?nevadata Packard
7602,NA,Eupithecia cestata (Hulst) (or cestatoides),1989-05-01,Eupithecia cestata (Hulst) (or cestatoides)
7606,91a0311,Eupithecia inferior (Hulst),1989-04-12,Nasusina inferior (Hulst)
7608,91a0314,Eupithecia mendicata Barnes & McDunnough and/or similar species,1989-04-12,Nasusina mendicata (B. & McD.)
7608,91a0314,Eupithecia mendicata Barnes & McDunnough and/or similar species,1989-05-01,Nasusina mendicata (B. & McD.)
7608,91a0314,Eupithecia mendicata Barnes & McDunnough and/or similar species,1989-05-31,Nasusina mendicata (B. & McD.)
7677,870028,Tolype distincta French,1989-07-15,Tolype distincta French
7677,870028,Tolype distincta French,1989-10-01,Tolype distincta French
7916,930047,Nadata oregonensis Butler and/or gibbosa (Smith),1989-08-28,Nadata oregonensis Butler (and/or gibbosa)
7937.1,930025.1,Furcula cinereoides (Dyar),1989-05-01,Furcula cinereoides Dyar
8439,930654,Phobolosia anfracta (Edwards),1989-08-02,Phobolosia anfracta (Hy. Edw.)
8439,930654,Phobolosia anfracta (Edwards),1989-08-28,Phobolosia anfracta (Hy. Edw.)
8439,930654,Phobolosia anfracta (Edwards),1989-09-15,Phobolosia anfracta (Hy. Edw.)
8472,930705,Hemeroplanis historialis (Grote),1989-07-01,Hemeroplanis finitima concoloralis B. & Benj.
8472,930705,Hemeroplanis historialis (Grote),1989-10-01,Hemeroplanis finitima concoloralis B. & Benj.
8607,930878,Melipotis jucunda (Hübner),1989-05-01,Melipotis jucunda hadeniformis Behr
8626,930898,Drasteria ochracea (Behr),1989-05-01,Synedoida ochracea (Behr)
8627,930899,Drasteria edwardsii (Behr),1989-04-12,Synedoida edwardsi (Behr)
8627,930899,Drasteria edwardsii (Behr),1989-07-15,Synedoida edwardsi (Behr)
8628,930900,Drasteria pallescens (Grote & Robinson),1989-07-15,Synedoida pallescens (G. & R.)
8628,930900,Drasteria pallescens (Grote & Robinson),1989-08-02,Synedoida pallescens (G. & R.)
8712,931047,Zale termina (Grote),1989-04-12,Zale termina (Grote)
8861,930823,Catocala johnsoniana Brower,1989-05-31,Catocala johnsoniana Brower
8836,930821,Catocala andromache Edwards,1989-06-16,Catocala andromache wellsi J.W. Johnson
8852,930838,Catocala verrilliana Grote,1989-06-16,C. verrilliana beutenmulleri B. & McD.
8852,930838,Catocala verrilliana Grote,1989-07-15,C. verrilliana beutenmulleri B. & McD.
8914,931193,Autographa californica (Speyer),1989-10-01,Autographa californica (Speyer)
9193e,931412f,Raphia frater cinderella Smith,1989-08-28,Raphia cinderella Smith
9256,931419.78,Acronicta marmorata (Smith),1989-04-12,Acronicta sp. 1 (?marmorata)
9256,931419.78,Acronicta marmorata (Smith),1989-07-15,Acronicta sp. 1 (?marmorata)
9256,931419.78,Acronicta marmorata (Smith),1989-08-02,Acronicta sp. 1 (?marmorata)
9529,932628,Aseptis perfumosa (Hampson),1989-05-01,Aseptis perfumosa Hamp.
9570,932684,Andropolia aedon (Grote),1989-05-31,Andropolia aedon (Grote)
9588,932249.41,Properigea albimacula (Barnes & McDunnough),1989-07-15,Properigea albimacula (B. & McD.)
9588,932249.41,Properigea albimacula (Barnes & McDunnough),1989-08-28,Properigea albimacula (B. & McD.)
9594,932249.47,Properigea suffusa (Barnes & McDunnough),1989-08-28,Properigea suffusa rubida (B. & McD.)
9600,932249.63,Pseudobryomima fallax (Hampson),1989-04-12,Pseudobryomima fallax (Hamp.)
9600,932249.63,Pseudobryomima fallax (Hampson),1989-10-01,Pseudobryomima fallax (Hamp.)
9665,932215,Spodoptera exigua (Hübner),1989-08-28,Spodoptera exigua (Huebner)
9665,932215,Spodoptera exigua (Hübner),1989-10-01,Spodoptera exigua (Huebner)
9694,931993,Condica mersa (Morrison),1989-04-12,Dradtia lunata (B. & McD.)
10415,933069,Lacinipolia strigicollis (Wallengren),1989-07-15,Lacinipolia strigicollis (Wallgr.)
10415,933069,Lacinipolia strigicollis (Wallengren),1989-08-02,Lacinipolia strigicollis (Wallgr.)
10415,933069,Lacinipolia strigicollis (Wallengren),1989-08-28,Lacinipolia strigicollis (Wallgr.)
10438,932935,Mythimna unipuncta (Haworth),1989-07-15,Pseudaletia unipuncta (Haw.)
10464,932750,Perigonica tertia Dyar,1989-04-12,Perigonica tertia Dyar
10477,932762,Orthosia erythrolita (Grote),1989-04-12,Orthosia erythrolita (Grote)
10663,933528,Agrotis ipsilon (Huffnagel),1989-08-02,Agrotis ipsilon (Huffn.)
10745,933370,Euxoa tocoyae (Smith),1989-04-12,Euxoa tocoyae (Smith)
10745,933370,Euxoa tocoyae (Smith),1989-05-01,Euxoa tocoyae (Smith)
10787,933415,Euxoa brunneigera (Grt.) and/or infausta (Walker),1989-04-12,Euxoa brunneigera (Grt.)
10889,933251,Dichagyris variabilis (Grote),1989-10-01,Pseudorthosia variabilis Grt.
11018,933653,Abagrotis trigona (Smith),1989-08-02,Abagrotis trigona (Sm.)
11018,933653,Abagrotis trigona (Smith),1989-10-01,Abagrotis trigona (Sm.)
11040,933664,Abagrotis reedi Buckett,1989-10-01,Abagrotis reedi Buckett
NA,933647,Parabagrotis (unidentified),1989-08-02,Parabagrotis sp.
NA,933647,Parabagrotis (unidentified),1989-10-01,Parabagrotis sp.
4,070002,Dyseriocrania auricyanea (Walsingham),1990-03-19,Dyseriocrania auricyanea (Wlsm.)
102A,NA,Stigmella sp. 1 (tan) (=Davis sp. 3?),1990-06-21,Stigmella sp. 1 (tan)
102A,NA,Stigmella sp. 1 (tan) (=Davis sp. 3?),1990-07-18,Stigmella sp. 1 (tan)
102A,NA,Stigmella sp. 1 (tan) (=Davis sp. 3?),1990-08-08,Stigmella sp. 1 (tan)
102A,NA,Stigmella sp. 1 (tan) (=Davis sp. 3?),1990-08-23,Stigmella sp. 1 (tan)
102C,NA,"Stigmella sp. 3 (gray/brkn wh med, submrg bnd)",1990-08-08,"Stigmella sp. 3 (gray/brkn wh med, submrg bnd)"
102D,NA,Stigmella sp. 4 (blk/silv bands/submarg brkn),1990-08-08,Stigmella sp. 4 (blk/silv bands/submarg brkn)
275.10000000000002,300121.1,Nemapogon sp. 1,1990-08-08,Nemapogon sp. nr. arcella
275.10000000000002,300121.1,Nemapogon sp. 1,1990-08-23,Nemapogon sp. nr. arcella
326A,NA,Tineid sp. A (brn/dk brn blotches),1990-06-06,Tineid sp. A (brn/dk brn blotches)
329.1,NA,Amydria n. sp.,1990-05-04,Amydria californica Davis (MS)
329.1,NA,Amydria n. sp.,1990-06-06,Amydria californica Davis (MS)
329.1,NA,Amydria n. sp.,1990-06-21,Amydria californica Davis (MS)
329.1,NA,Amydria n. sp.,1990-07-18,Amydria californica Davis (MS)
329.1,NA,Amydria n. sp.,1990-08-08,Amydria californica Davis (MS)
329.1,NA,Amydria n. sp.,1990-08-23,Amydria californica Davis (MS)
331,300043,Amydria confusella Dietz,1990-05-04,Ptilopsalta confusella (Dietz)
331,300043,Amydria confusella Dietz,1990-06-21,Ptilopsalta confusella (Dietz)
331,300043,Amydria confusella Dietz,1990-07-18,Ptilopsalta confusella (Dietz)
331,300043,Amydria confusella Dietz,1990-08-23,Ptilopsalta confusella (Dietz)
337.1,300103.1,Acrolophid n. gen. (nr. Amydria) n. sp.,1990-06-21,"Acrolophid n. gen., n. sp."
337.1,300103.1,Acrolophid n. gen. (nr. Amydria) n. sp.,1990-06-28,"Acrolophid n. gen., n. sp."
357,300075.5,Acrolophus kearfotti (Dyar),1990-07-18,Acrolophus kearfotti (Dyar)
359,300079,Acrolophus laticapitana (Walsingham),1990-06-06,Acrolophus laticapitanus (Wlsm.)
359,300079,Acrolophus laticapitana (Walsingham),1990-06-21,Acrolophus laticapitanus (Wlsm.)
359,300079,Acrolophus laticapitana (Walsingham),1990-06-28,Acrolophus laticapitanus (Wlsm.)
359,300079,Acrolophus laticapitana (Walsingham),1990-07-18,Acrolophus laticapitanus (Wlsm.)
405,300157,Tinea pellionella (Linnaeus) and/or similar species,1990-06-28,Tinea (?)pelionella (L.)
466,36a0002,Bedellia somnulentella (Zeller),1990-08-08,Bedellia somnulentella (Zell.)
466,36a0002,Bedellia somnulentella (Zeller),1990-09-28,Bedellia somnulentella (Zell.)
581B,NA,Bucculatrix sp. 1 (white w/ocher bands),1990-05-04,Bucculatrix sp. 1 (white w/ocher bands)
550,33a0070,Buccuclatrix albertiella Busck or similar species,1990-08-08,Bucculatrix sp. 2 (albertiella?)
550,33a0070,Buccuclatrix albertiella Busck or similar species,1990-08-23,Bucculatrix sp. 2 (albertiella?)
802A,NA,Phyllonorycter sp.,1990-08-08,Phyllonorycter sp.
832.1,33a0257,Cameraria pentekes Opler & Davis,1990-04-13,Cameraria pentekes Opler & Davis
896,59a0109,Agonopterix posticella (Walsingham),1990-06-28,Agonopterix posticella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),1990-04-13,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),1990-06-06,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),1990-06-21,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),1990-07-18,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),1990-08-23,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),1990-09-28,Ethmia arctostaphylella (Wlsm.)
980,59a0187,Ethmia discostrigella (Chambers),1990-04-13,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),1990-05-04,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),1990-07-18,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),1990-08-08,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),1990-08-23,Ethmia discostrigella (Cham.)
1061,59a0057,Borkhausenia nefrax Hodges,1990-04-13,Borkhausenia nefrax Hodges
1074,59a0064,Pleurota albastrigulella (Kearfott),1990-05-04,Pleurota albastigulella (Kft.)
1074,59a0064,Pleurota albastrigulella (Kearfott),1990-06-06,Pleurota albastigulella (Kft.)
1123B,59a1499.4,"Elachista sp. 2 (black, white dorsum and submarg. band)",1990-05-04,"Elachista sp. 2 (black, 3 silvery white bands)"
1225A,NA,Blastobasid sp. #1,1990-04-04,Blastobasid sp. #1
1225A,NA,Blastobasid sp. #1,1990-04-13,Blastobasid sp. #1
1225A,NA,Blastobasid sp. #1,1990-05-04,Blastobasid sp. #1
1225A,NA,Blastobasid sp. #1,1990-08-23,Blastobasid sp. #1
1225A,NA,Blastobasid sp. #1,1990-09-28,Blastobasid sp. #1
1225B,NA,Blastobasid sp. #2,1990-06-28,Blastobasid sp. #2
1225D,NA,Blastobasid sp. #4,1990-05-04,Blastobasid sp. #4
1225D,NA,Blastobasid sp. #4,1990-08-23,Blastobasid sp. #4
1398C,NA,"Coleophora sp. 3 (tan, white, brown streaked)",1990-04-13,"Coleophora sp. 3 (tan, white. brown streaked)"
1458A,NA,Mompha sp. #1 (blk w/wh. bands),1990-08-23,Mompha sp. #1 (blk w/wh. bands)
1458A,NA,Mompha sp. #1 (blk w/wh. bands),1990-09-28,Mompha sp. #1 (blk w/wh. bands)
1510,59a0394,Eteobalea iridella (Busck),1990-04-13,Stagmatophora iridella Busck
1532,59a0418,Anoncia fasciata (Walsingham),1990-06-21,Anoncia fasciata (Wlsm.) or slales Hodges
1550,59a0436,Anoncia orites (Walsingham),1990-06-06,Anoncia orites Hodges
1550,59a0436,Anoncia orites (Walsingham),1990-06-28,Anoncia orites Hodges
1593,59a0299,Stilbosis dulcedo (Hodges),1990-08-08,Stilbosis dulcedo (Hodges)
1593,59a0299,Stilbosis dulcedo (Hodges),1990-08-23,Stilbosis dulcedo (Hodges)
1675X,NA,"Scythris sp. (lg., brn w/wh streak)",1990-06-21,"Scythris sp. (lg., brn w/wh streak)"
1764B,59a0673.2,Aristotelia sp. 2,1990-08-08,Aristotelia adenostomae Keif. [sp. 2]
1764B,59a0673.2,Aristotelia sp. 2,1990-08-23,Aristotelia adenostomae Keif. [sp. 2]
1764D,59a0673.4,Aristotelia sp. 4,1990-07-18,Aristotelia urbaurea Keif. [sp. 4]
1764D,59a0673.4,Aristotelia sp. 4,1990-08-08,Aristotelia urbaurea Keif. [sp. 4]
1764G,NA,Aristotelia sp. 7 (on Rhus),1990-03-19,Aristotelia sp .7
1764G,NA,Aristotelia sp. 7 (on Rhus),1990-04-13,Aristotelia sp .7
1764G,NA,Aristotelia sp. 7 (on Rhus),1990-06-06,Aristotelia sp .7
1769,59a1170.6,Agnippe laudatella (Walsingham),1990-04-13,Evippe laudatella (Wlsm.)
1769,59a1170.6,Agnippe laudatella (Walsingham),1990-05-04,Evippe laudatella (Wlsm.)
1769,59a1170.6,Agnippe laudatella (Walsingham),1990-06-06,Evippe laudatella (Wlsm.)
1769,59a1170.6,Agnippe laudatella (Walsingham),1990-06-28,Evippe laudatella (Wlsm.)
1769,59a1170.6,Agnippe laudatella (Walsingham),1990-07-18,Evippe laudatella (Wlsm.)
1769,59a1170.6,Agnippe laudatella (Walsingham),1990-08-08,Evippe laudatella (Wlsm.)
1786X,59a0704.9,Recurvaria n. sp.,1990-06-28,"Recurvaria ""glenax"" Hodges MS"
1786X,59a0704.9,Recurvaria n. sp.,1990-07-18,"Recurvaria ""glenax"" Hodges MS"
1786X,59a0704.9,Recurvaria n. sp.,1990-08-08,"Recurvaria ""glenax"" Hodges MS"
1786X,59a0704.9,Recurvaria n. sp.,1990-08-23,"Recurvaria ""glenax"" Hodges MS"
1849,59a0456,Leucogoniella distincta (Keifer),1990-07-18,Leucogoniella distincta (Keifer)
NA,NA,Leucogoniella californica or distincta,1990-07-18,Leucogoniella californica or distincta
NA,NA,Leucogoniella californica or distincta,1990-08-08,Leucogoniella californica or distincta
NA,NA,Leucogoniella californica or distincta,1990-08-23,Leucogoniella californica or distincta
1859,59a0691.9,Telphusa sedulitella (Busck),1990-04-04,Telphusa sedulitella (Bsk.)
1859,59a0691.9,Telphusa sedulitella (Busck),1990-04-13,Telphusa sedulitella (Bsk.)
1859,59a0691.9,Telphusa sedulitella (Busck),1990-05-04,Telphusa sedulitella (Bsk.)
1859,59a0691.9,Telphusa sedulitella (Busck),1990-06-06,Telphusa sedulitella (Bsk.)
1859,59a0691.9,Telphusa sedulitella (Busck),1990-06-21,Telphusa sedulitella (Bsk.)
1859,59a0691.9,Telphusa sedulitella (Busck),1990-06-28,Telphusa sedulitella (Bsk.)
1859,59a0691.9,Telphusa sedulitella (Busck),1990-07-18,Telphusa sedulitella (Bsk.)
1859,59a0691.9,Telphusa sedulitella (Busck),1990-08-08,Telphusa sedulitella (Bsk.)
1861,59a0802,Pseudochelaria manzanitae (Keifer),1990-06-21,Pseudochelaria manzanitae (Keif.)
1879,59a0792,Xenolechia querciphaga Keifer and/or similar species,1990-05-04,Xenolechia querciphaga Keif.
1879,59a0792,Xenolechia querciphaga Keifer and/or similar species,1990-06-06,Xenolechia querciphaga Keif.
1879,59a0792,Xenolechia querciphaga Keifer and/or similar species,1990-06-21,Xenolechia querciphaga Keif.
1880X,NA,"Xenolechia ""staspa"" Hodges MS.",1990-05-04,"Xenolechia ""staspa"" Hodges MS."
1882,59a0787.8,Teleiopsis baldiana (Barnes & Busck),1990-05-04,Teleiopsis baldiana (B. & Bsk.)
1882,59a0787.8,Teleiopsis baldiana (Barnes & Busck),1990-06-06,Teleiopsis baldiana (B. & Bsk.)
1882,59a0787.8,Teleiopsis baldiana (Barnes & Busck),1990-07-18,Teleiopsis baldiana (B. & Bsk.)
1923.1,59a0686,Bryotropha hodgesi Rutten & Karsholt,1990-05-04,Bryotropha sp.
1923.1,59a0686,Bryotropha hodgesi Rutten & Karsholt,1990-06-28,Bryotropha sp.
1923.1,59a0686,Bryotropha hodgesi Rutten & Karsholt,1990-07-18,Bryotropha sp.
1923.1,59a0686,Bryotropha hodgesi Rutten & Karsholt,1990-08-08,Bryotropha sp.
1958,59a0878,Gelechia panella Busck,1990-08-08,Gelechia panella Bsk.
2017,59a1284,Scrobipalpula lutescella (Clarke),1990-04-04,Scrobipalpula lutescella (Clarke)
2017,59a1284,Scrobipalpula lutescella (Clarke),1990-04-13,Scrobipalpula lutescella (Clarke)
2017,59a1284,Scrobipalpula lutescella (Clarke),1990-05-04,Scrobipalpula lutescella (Clarke)
2017,59a1284,Scrobipalpula lutescella (Clarke),1990-06-06,Scrobipalpula lutescella (Clarke)
2017,59a1284,Scrobipalpula lutescella (Clarke),1990-06-28,Scrobipalpula lutescella (Clarke)
2047.1,59a1345,Keiferia elmorei (Keifer),1990-04-13,Keiferia elmorei Keif.
2047.1,59a1345,Keiferia elmorei (Keifer),1990-05-04,Keiferia elmorei Keif.
2047.1,59a1345,Keiferia elmorei (Keifer),1990-06-06,Keiferia elmorei Keif.
2047.1,59a1345,Keiferia elmorei (Keifer),1990-06-21,Keiferia elmorei Keif.
2053A,NA,gnorimoschemine sp. or spp.,1990-06-21,gnorimoschemine sp. or spp.
2065,59a1070,Chionodes braunella (Keifer),1990-06-28,Chionodes braunella (Keif.)
2065,59a1070,Chionodes braunella (Keifer),1990-07-18,Chionodes braunella (Keif.)
2065,59a1070,Chionodes braunella (Keifer),1990-08-08,Chionodes braunella (Keif.)
2114.1,59a0962,Chionodes lector Hodges,1990-06-28,Chionodes lector Hodges
2120.1999999999998,59a0985,Chionodes restio Hodges,1990-06-28,Chionodes restio Hodges
2120.1999999999998,59a0985,Chionodes restio Hodges,1990-07-18,Chionodes restio Hodges
2120,59a0974,Chionodes trichostola (Meyrick),1990-04-13,Chionodes trichostola (Meyr.)
2120,59a0974,Chionodes trichostola (Meyrick),1990-06-06,Chionodes trichostola (Meyr.)
2120,59a0974,Chionodes trichostola (Meyrick),1990-06-28,Chionodes trichostola (Meyr.)
2120,59a0974,Chionodes trichostola (Meyrick),1990-08-08,Chionodes trichostola (Meyr.)
2181A,NA,Filatima sp/spp. (brown & gray),1990-06-28,Filatima sp./spp. (brown and grey)
2181A,NA,Filatima sp/spp. (brown & gray),1990-07-18,Filatima sp./spp. (brown and grey)
2181A,NA,Filatima sp/spp. (brown & gray),1990-08-08,Filatima sp./spp. (brown and grey)
2181A,NA,Filatima sp/spp. (brown & gray),1990-09-28,Filatima sp./spp. (brown and grey)
2208,59a1163,Mirificarma eburnella (Denis & Schiffenmüller),1990-05-04,Mirificarma eburnella (G. & S.)
2221,59a0462,Aproaerema nigrella (Chambers),1990-08-08,Syncopacma nigrella (Chambers)
2222A,59a0463.1,Aproaerema sp 1 (black),1990-04-13,"gelechiid sp. 1, small, black narrow wings"
2222A,59a0463.1,Aproaerema sp 1 (black),1990-06-28,"gelechiid sp. 1, small, black narrow wings"
2222A,59a0463.1,Aproaerema sp 1 (black),1990-07-18,"gelechiid sp. 1, small, black narrow wings"
2222A,59a0463.1,Aproaerema sp 1 (black),1990-08-08,"gelechiid sp. 1, small, black narrow wings"
2351,36a0139,Euceratia castella Walsingham,1990-05-04,Euceratia castella Wlsm.
2352,36a0141,Euceratia securella Walsingham,1990-05-04,Euceratia securella Wlsm.
2366,36a0180,Plutella xylostella (Linnaeus),1990-04-13,Plutella xylostella (L.)
2366,36a0180,Plutella xylostella (Linnaeus),1990-09-28,Plutella xylostella (L.)
2372,36a0147,Ypsolopha cervella (Walsingham),1990-05-04,Ypsolopha cervella (Wlsm.)
2372,36a0147,Ypsolopha cervella (Walsingham),1990-06-06,Ypsolopha cervella (Wlsm.)
2372,36a0147,Ypsolopha cervella (Walsingham),1990-06-21,Ypsolopha cervella (Wlsm.)
2372,36a0147,Ypsolopha cervella (Walsingham),1990-06-28,Ypsolopha cervella (Wlsm.)
2432,36a0133,Zelleria semitincta Meyrick,1990-05-04,Zelleria ?semitincta Meyr.
2432,36a0133,Zelleria semitincta Meyrick,1990-06-28,Zelleria ?semitincta Meyr.
2432,36a0133,Zelleria semitincta Meyrick,1990-07-18,Zelleria ?semitincta Meyr.
2432,36a0133,Zelleria semitincta Meyrick,1990-08-08,Zelleria ?semitincta Meyr.
2707,51a0478,Bactra verutana Zeller,1990-07-18,Bactra verutana Zell.
2707,51a0478,Bactra verutana Zeller,1990-08-08,Bactra verutana Zell.
2707,51a0478,Bactra verutana Zeller,1990-08-23,Bactra verutana Zell.
2707,51a0478,Bactra verutana Zeller,1990-09-28,Bactra verutana Zell.
2738,51a0466,Endothenia hebesana (Walker),1990-06-28,Endothenia hebesana (Walker)
2738,51a0466,Endothenia hebesana (Walker),1990-07-18,Endothenia hebesana (Walker)
2738,51a0466,Endothenia hebesana (Walker),1990-08-08,Endothenia hebesana (Walker)
2738,51a0466,Endothenia hebesana (Walker),1990-08-23,Endothenia hebesana (Walker)
2896,51a0725,Retinia sabiniana (Kearfott),1990-06-28,Petrova sabiniana (Kft.)
3141,51a0955.1,Pelochrista canana (Walsingham),1990-05-04,Pelochrista (?)metariana (Heinrich)
3141,51a0955.1,Pelochrista canana (Walsingham),1990-06-06,Pelochrista (?)metariana (Heinrich)
3141,51a0955.1,Pelochrista canana (Walsingham),1990-06-21,Pelochrista (?)metariana (Heinrich)
3141,51a0955.1,Pelochrista canana (Walsingham),1990-06-28,Pelochrista (?)metariana (Heinrich)
3256,51a1163,Pseudexentera habrosana (Heinrich),1990-02-24,Pseudexentera habrosana (Heinrich)
3285a,51a1198b,Epinotia pulsatillana siskiyouensis Heinrich,1990-07-18,Epinotia siskiyouensis Heinrich
3323,51a1235,Epinotia emarginana (Walsingham),1990-03-19,Epinotia emarginana (Wlsm.)
